,Data,Goldman Sachs Japonia (K),Goldman Sachs Zrównoważony (A),Goldman Sachs Stabilny Globalnej Dywersyfikacji (A),Goldman Sachs Konserwatywny (A),Goldman Sachs Japonia Suma,Goldman Sachs Japonia Krocząca Średnia [2d],Goldman Sachs Japonia Krocząca Średnia [5d],Goldman Sachs Japonia Krocząca Średnia [10d],Goldman Sachs Japonia Krocząca Średnia [30d],Goldman Sachs Japonia Krocząca Średnia [60d],Goldman Sachs Japonia Krocząca Średnia [120d],Goldman Sachs Japonia Krocząca Średnia [360d],Goldman Sachs Japonia Pierwsza pochodna,Goldman Sachs Japonia Druga pochodna,Goldman Sachs Zrównoważony Suma,Goldman Sachs Zrównoważony Krocząca Średnia [2d],Goldman Sachs Zrównoważony Krocząca Średnia [5d],Goldman Sachs Zrównoważony Krocząca Średnia [10d],Goldman Sachs Zrównoważony Krocząca Średnia [30d],Goldman Sachs Zrównoważony Krocząca Średnia [60d],Goldman Sachs Zrównoważony Krocząca Średnia [120d],Goldman Sachs Zrównoważony Krocząca Średnia [360d],Goldman Sachs Zrównoważony Pierwsza pochodna,Goldman Sachs Zrównoważony Druga pochodna,Goldman Sachs Stabilny Globalnej Dywersyfikacji Suma,Goldman Sachs Stabilny Globalnej Dywersyfikacji Krocząca Średnia [2d],Goldman Sachs Stabilny Globalnej Dywersyfikacji Krocząca Średnia [5d],Goldman Sachs Stabilny Globalnej Dywersyfikacji Krocząca Średnia [10d],Goldman Sachs Stabilny Globalnej Dywersyfikacji Krocząca Średnia [30d],Goldman Sachs Stabilny Globalnej Dywersyfikacji Krocząca Średnia [60d],Goldman Sachs Stabilny Globalnej Dywersyfikacji Krocząca Średnia [120d],Goldman Sachs Stabilny Globalnej Dywersyfikacji Krocząca Średnia [360d],Goldman Sachs Stabilny Globalnej Dywersyfikacji Pierwsza pochodna,Goldman Sachs Stabilny Globalnej Dywersyfikacji Druga pochodna,Goldman Sachs Konserwatywny Suma,Goldman Sachs Konserwatywny Krocząca Średnia [2d],Goldman Sachs Konserwatywny Krocząca Średnia [5d],Goldman Sachs Konserwatywny Krocząca Średnia [10d],Goldman Sachs Konserwatywny Krocząca Średnia [30d],Goldman Sachs Konserwatywny Krocząca Średnia [60d],Goldman Sachs Konserwatywny Krocząca Średnia [120d],Goldman Sachs Konserwatywny Krocząca Średnia [360d],Goldman Sachs Konserwatywny Pierwsza pochodna,Goldman Sachs Konserwatywny Druga pochodna
275,2015-05-04,197.63,311.01,116.32,257.29,45754.91999999998,197.70999999999998,199.346,198.751,194.76666666666668,189.13000000000002,181.21791666666664,,-0.1599999999999966,2.969999999999999,81313.70000000001,310.475,310.854,310.29499999999996,307.73633333333333,304.39683333333335,300.61116666666663,,1.0699999999999932,1.009999999999991,29827.079999999984,116.06,116.814,117.31199999999998,117.33733333333333,116.14416666666666,112.97441666666667,,0.519999999999996,1.2199999999999989,70304.71999999996,257.305,257.428,257.495,257.62833333333333,257.43033333333335,256.6755,,-0.029999999999972715,0.08000000000004093
276,2015-05-05,197.62,309.56,115.36,257.12,45952.53999999998,197.625,198.978,199.055,194.96133333333333,189.52683333333331,181.45491666666666,,-0.009999999999990905,0.15000000000000568,81623.26000000001,310.28499999999997,310.38399999999996,310.317,307.8963333333333,304.55316666666664,300.70633333333336,,-1.4499999999999886,-2.519999999999982,29942.439999999984,115.84,116.296,117.08399999999999,117.279,116.17016666666667,113.03866666666667,,-0.9599999999999937,-1.4799999999999898,70561.83999999995,257.20500000000004,257.33599999999996,257.439,257.612,257.4305,256.689,,-0.17000000000001592,-0.1400000000000432
277,2015-05-06,197.61,309.96,114.74,256.74,46150.14999999998,197.615,198.31400000000002,199.064,195.14066666666665,189.92149999999998,181.68908333333334,,-0.009999999999990905,0.0,81933.22000000002,309.76,310.07,310.384,308.014,304.7196666666667,300.8150833333333,,0.39999999999997726,1.849999999999966,30057.179999999986,115.05,115.744,116.774,117.18866666666666,116.18766666666667,113.09608333333334,,-0.6200000000000045,0.3399999999999892,70818.57999999996,256.93,257.18,257.354,257.57933333333335,257.4248333333333,256.70008333333334,,-0.37999999999999545,-0.20999999999997954
278,2015-05-07,196.25,310.19,114.89,257.0,46346.39999999998,196.93,197.38000000000002,198.759,195.24033333333333,190.26999999999998,181.92633333333333,,-1.3600000000000136,-1.3500000000000227,82243.41000000002,310.075,310.132,310.42999999999995,308.1413333333333,304.924,300.93108333333333,,0.2300000000000182,-0.16999999999995907,30172.069999999985,114.815,115.422,116.46699999999998,117.11633333333334,116.2125,113.15416666666667,,0.15000000000000568,0.7700000000000102,71075.57999999996,256.87,257.09400000000005,257.305,257.555,257.4275,256.714,,0.2599999999999909,0.6399999999999864
279,2015-05-08,198.43,312.37,116.03,257.31,46544.82999999998,197.34,197.50799999999998,198.621,195.43800000000002,190.64466666666667,182.17683333333335,,2.180000000000007,3.5400000000000205,82555.78000000001,311.28,310.618,310.671,308.356,305.1623333333333,301.0646666666667,,2.180000000000007,1.9499999999999886,30288.099999999984,115.46000000000001,115.468,116.293,117.07166666666667,116.25483333333334,113.22133333333333,,1.1400000000000006,0.9899999999999949,71332.88999999996,257.155,257.092,257.283,257.543,257.43483333333336,256.73075,,0.3100000000000023,0.05000000000001137
280,2015-05-11,199.13,312.52,115.86,257.12,46743.95999999998,198.78,197.808,198.577,195.657,191.03099999999998,182.43383333333333,,0.6999999999999886,-1.4800000000000182,82868.30000000002,312.445,310.91999999999996,310.88700000000006,308.5926666666666,305.41683333333333,301.19733333333335,,0.14999999999997726,-2.0300000000000296,30403.959999999985,115.945,115.376,116.095,117.04866666666666,116.29366666666667,113.28583333333333,,-0.1700000000000017,-1.3100000000000023,71590.00999999995,257.21500000000003,257.058,257.243,257.52566666666667,257.4398333333333,256.74525,,-0.18999999999999773,-0.5
281,2015-05-12,199.6,311.9,115.12,256.93,46943.559999999976,199.365,198.204,198.591,195.95833333333334,191.39433333333332,182.68333333333334,,0.46999999999999886,-0.22999999999998977,83180.20000000001,312.21,311.38800000000003,310.88599999999997,308.86966666666666,305.62166666666667,301.3225,,-0.6200000000000045,-0.7699999999999818,30519.079999999984,115.49000000000001,115.328,115.81199999999998,117.01366666666667,116.31266666666667,113.34400000000001,,-0.7399999999999949,-0.5699999999999932,71846.93999999994,257.025,257.02000000000004,257.178,257.5036666666667,257.4371666666667,256.75758333333334,,-0.18999999999999773,0.0
282,2015-05-13,200.18,311.95,114.97,257.12,47143.739999999976,199.89,198.718,198.51600000000002,196.29799999999997,191.76749999999998,182.92658333333335,,0.5800000000000125,0.11000000000001364,83492.15000000001,311.92499999999995,311.78599999999994,310.928,309.14433333333335,305.8075,301.45,,0.05000000000001137,0.6700000000000159,30634.049999999985,115.045,115.374,115.559,116.97066666666667,116.3245,113.40016666666665,,-0.15000000000000568,0.5899999999999892,72104.05999999994,257.025,257.096,257.13800000000003,257.48733333333337,257.43783333333334,256.7708333333333,,0.18999999999999773,0.37999999999999545
283,2015-05-14,199.44,310.59,115.36,257.23,47343.17999999998,199.81,199.356,198.368,196.57633333333334,192.111,183.15108333333333,,-0.7400000000000091,-1.3200000000000216,83802.74,311.27,311.866,310.99899999999997,309.32,305.95133333333337,301.56191666666666,,-1.3600000000000136,-1.410000000000025,30749.409999999985,115.16499999999999,115.468,115.44500000000001,116.92099999999999,116.34466666666665,113.45925000000001,,0.39000000000000057,0.5400000000000063,72361.28999999994,257.175,257.142,257.118,257.4733333333333,257.44016666666664,256.7856666666667,,0.11000000000001364,-0.07999999999998408
284,2015-05-15,200.49,310.92,115.54,257.28,47543.66999999998,199.965,199.768,198.638,196.942,192.47116666666668,183.4168333333333,,1.0500000000000114,1.7900000000000205,84113.66,310.755,311.576,311.097,309.51533333333333,306.1098333333333,301.6816666666667,,0.3300000000000409,1.6900000000000546,30864.949999999986,115.45,115.37,115.41900000000001,116.88566666666665,116.36716666666666,113.521,,0.18000000000000682,-0.20999999999999375,72618.56999999993,257.255,257.13599999999997,257.11400000000003,257.45933333333335,257.4433333333333,256.80058333333335,,0.049999999999954525,-0.06000000000005912
285,2015-05-18,203.32,311.43,115.73,257.27,47746.989999999976,201.905,200.606,199.20700000000002,197.46633333333332,192.8355,183.67783333333333,,2.829999999999984,1.7799999999999727,84425.09,311.175,311.358,311.139,309.7176666666667,306.2853333333333,301.8003333333333,,0.5099999999999909,0.17999999999994998,30980.679999999986,115.635,115.34400000000001,115.35999999999999,116.85233333333332,116.38883333333334,113.58291666666668,,0.18999999999999773,0.009999999999990905,72875.83999999994,257.275,257.166,257.11199999999997,257.4436666666667,257.44666666666666,256.8155,,-0.009999999999990905,-0.05999999999994543
286,2015-05-19,203.95,312.25,116.58,257.35,47950.93999999997,203.635,201.476,199.84,197.91233333333332,193.1865,183.94183333333334,,0.6299999999999955,-2.1999999999999886,84737.34,311.84000000000003,311.428,311.408,309.92699999999996,306.47166666666664,301.92841666666664,,0.8199999999999932,0.3100000000000023,31097.259999999987,116.155,115.63600000000001,115.482,116.84733333333334,116.42483333333332,113.65358333333333,,0.8499999999999943,0.6599999999999966,73133.18999999994,257.31,257.25,257.13500000000005,257.433,257.44933333333336,256.832,,0.08000000000004093,0.09000000000003183
287,2015-05-20,204.74,312.21,116.71,257.4,48155.67999999997,204.345,202.388,200.55300000000003,198.28533333333334,193.53083333333333,184.20791666666668,,0.7900000000000205,0.160000000000025,85049.55,312.23,311.48,311.633,310.1153333333333,306.65916666666664,302.0642500000001,,-0.040000000000020464,-0.8600000000000136,31213.969999999987,116.645,115.984,115.679,116.82900000000001,116.4595,113.72483333333334,,0.12999999999999545,-0.7199999999999989,73390.58999999994,257.375,257.30600000000004,257.201,257.422,257.4533333333333,256.84791666666666,,0.049999999999954525,-0.030000000000086402
288,2015-05-21,205.15,312.74,116.7,257.43,48360.82999999997,204.945,203.53,201.443,198.637,193.88233333333335,184.47566666666668,,0.4099999999999966,-0.3800000000000239,85362.29000000001,312.475,311.90999999999997,311.88800000000003,310.3123333333333,306.83266666666674,302.1885833333333,,0.5300000000000296,0.57000000000005,31330.669999999987,116.705,116.252,115.86000000000001,116.80033333333334,116.49266666666668,113.78999999999999,,-0.009999999999990905,-0.13999999999998636,73648.01999999993,257.41499999999996,257.346,257.244,257.4113333333333,257.457,256.86333333333334,,0.03000000000002956,-0.019999999999924967
289,2015-05-22,205.59,312.14,116.88,257.49,48566.41999999997,205.37,204.55,202.15900000000002,198.99066666666667,194.23366666666666,184.7473333333333,,0.4399999999999977,0.030000000000001137,85674.43000000001,312.44,312.154,311.86499999999995,310.445,306.9868333333333,302.31283333333334,,-0.6000000000000227,-1.1300000000000523,31447.54999999999,116.78999999999999,116.52000000000001,115.94499999999998,116.762,116.5265,113.85658333333332,,0.1799999999999926,0.18999999999998352,73905.50999999994,257.46000000000004,257.388,257.262,257.4036666666667,257.46133333333336,256.879,,0.060000000000002274,0.029999999999972715
290,2015-05-25,206.93,309.61,116.93,257.3,48773.34999999997,206.26,205.27200000000002,202.939,199.406,194.60783333333336,185.01633333333334,,1.3400000000000034,0.9000000000000057,85984.04000000001,310.875,311.79,311.57399999999996,310.4906666666667,307.1068333333333,302.42199999999997,,-2.5299999999999727,-1.92999999999995,31564.47999999999,116.905,116.75999999999999,116.05199999999999,116.70966666666666,116.561,113.923,,0.05000000000001137,-0.12999999999998124,74162.80999999994,257.395,257.39400000000006,257.28000000000003,257.3896666666667,257.462,256.89250000000004,,-0.18999999999999773,-0.25
291,2015-05-26,206.52,308.64,116.78,257.28,48979.869999999966,206.72500000000002,205.786,203.631,199.80633333333333,194.94533333333337,185.28158333333334,,-0.4099999999999966,-1.75,86292.68000000001,309.125,311.06800000000004,311.248,310.505,307.2105,302.51225,,-0.9700000000000273,1.5599999999999454,31681.259999999987,116.855,116.8,116.218,116.65133333333333,116.58433333333333,113.98783333333334,,-0.15000000000000568,-0.20000000000001705,74420.08999999994,257.28999999999996,257.38,257.31499999999994,257.37433333333337,257.46133333333336,256.9051666666667,,-0.020000000000038654,0.16999999999995907
292,2015-05-27,207.23,310.3,117.3,257.31,49187.09999999997,206.875,206.28400000000002,204.33599999999998,200.2086666666667,195.2926666666667,185.56883333333332,,0.7099999999999795,1.1199999999999761,86602.98000000001,309.47,310.68600000000004,311.08299999999997,310.5883333333333,307.3378333333333,302.6126666666667,,1.660000000000025,2.6300000000000523,31798.559999999987,117.03999999999999,116.918,116.451,116.61899999999999,116.61483333333334,114.05666666666666,,0.519999999999996,0.6700000000000017,74677.39999999994,257.29499999999996,257.36199999999997,257.334,257.35999999999996,257.4635,256.91783333333336,,0.03000000000002956,0.05000000000006821
293,2015-05-28,208.4,309.55,117.14,257.39,49395.49999999997,207.815,206.93400000000003,205.23200000000003,200.65666666666667,195.65266666666668,185.84775,,1.170000000000016,0.4600000000000364,86912.53000000001,309.925,310.048,310.979,310.62033333333335,307.4483333333333,302.70416666666665,,-0.75,-2.410000000000025,31915.699999999986,117.22,117.006,116.62899999999999,116.57433333333331,116.64083333333333,114.12441666666668,,-0.1599999999999966,-0.6799999999999926,74934.78999999994,257.35,257.354,257.35,257.34866666666665,257.4651666666667,256.93058333333335,,0.07999999999998408,0.049999999999954525
294,2015-05-29,208.57,308.78,116.85,257.36,49604.06999999997,208.485,207.53000000000003,206.04000000000002,201.05599999999998,196.02383333333333,186.1171666666667,,0.1699999999999875,-1.0000000000000284,87221.31000000001,309.16499999999996,309.376,310.765,310.6073333333333,307.58000000000004,302.79558333333335,,-0.7700000000000387,-0.020000000000038654,32032.549999999985,116.995,117.0,116.75999999999999,116.531,116.66833333333334,114.19133333333333,,-0.29000000000000625,-0.13000000000000966,75192.14999999994,257.375,257.32800000000003,257.35800000000006,257.33666666666664,257.46683333333334,256.9436666666667,,-0.029999999999972715,-0.1099999999999568
295,2015-06-01,209.68,308.94,117.09,257.39,49813.74999999997,209.125,208.07999999999998,206.676,201.54466666666667,196.43166666666667,186.38533333333334,,1.1100000000000136,0.9400000000000261,87530.25000000001,308.86,309.242,310.51599999999996,310.65,307.7065,302.87975,,0.160000000000025,0.9300000000000637,32149.639999999985,116.97,117.03200000000001,116.896,116.52266666666667,116.69683333333334,114.25874999999999,,0.2400000000000091,0.5300000000000153,75449.53999999994,257.375,257.346,257.37,257.3256666666667,257.46666666666664,256.95750000000004,,0.029999999999972715,0.05999999999994543
296,2015-06-02,208.97,307.98,116.07,257.28,50022.71999999997,209.325,208.57,207.17800000000003,202.02433333333335,196.81699999999998,186.64508333333333,,-0.710000000000008,-1.8200000000000216,87838.23000000001,308.46000000000004,309.11,310.089,310.6046666666667,307.80916666666667,302.95658333333336,,-0.9599999999999795,-1.1200000000000045,32265.709999999985,116.58,116.89000000000001,116.845,116.47033333333334,116.70183333333333,114.3155,,-1.0200000000000102,-1.2600000000000193,75706.81999999993,257.335,257.34599999999995,257.36299999999994,257.31233333333336,257.4635,256.97066666666666,,-0.11000000000001364,-0.13999999999998636
297,2015-06-03,208.62,306.83,115.28,257.2,50231.339999999975,208.79500000000002,208.848,207.56599999999997,202.39433333333332,197.18,186.88883333333334,,-0.3499999999999943,0.36000000000001364,88145.06000000001,307.405,308.416,309.55100000000004,310.5226666666667,307.8976666666667,303.0303333333333,,-1.150000000000034,-0.19000000000005457,32380.989999999983,115.675,116.48599999999999,116.702,116.385,116.69783333333334,114.36883333333334,,-0.789999999999992,0.2300000000000182,75964.01999999993,257.24,257.32399999999996,257.34299999999996,257.2993333333333,257.46066666666667,256.98275,,-0.07999999999998408,0.03000000000002956
298,2015-06-05,208.52,304.87,114.92,257.07,50439.85999999997,208.57,208.87199999999999,207.90300000000002,202.70166666666668,197.54533333333336,187.12491666666668,,-0.09999999999999432,0.25,88449.93000000001,305.85,307.48,308.764,310.36066666666665,307.9505,303.0849166666667,,-1.9599999999999795,-0.8099999999999454,32495.90999999998,115.1,116.042,116.524,116.28366666666666,116.69083333333333,114.41633333333333,,-0.35999999999999943,0.4299999999999926,76221.08999999994,257.135,257.26,257.30699999999996,257.28533333333337,257.45616666666666,256.9941666666667,,-0.12999999999999545,-0.05000000000001137
299,2015-06-08,207.88,302.47,114.38,257.23,50647.73999999997,208.2,208.734,208.13199999999998,202.97066666666666,197.9226666666667,187.35208333333333,,-0.6400000000000148,-0.5400000000000205,88752.40000000001,303.67,306.218,307.797,310.111,307.9938333333333,303.12183333333337,,-2.3999999999999773,-0.4399999999999977,32610.289999999983,114.65,115.548,116.274,116.17066666666666,116.68,114.45991666666667,,-0.5400000000000063,-0.18000000000000682,76478.31999999993,257.15,257.234,257.281,257.2753333333333,257.45483333333334,257.00641666666667,,0.160000000000025,0.29000000000002046
300,2015-06-09,204.3,301.28,113.94,257.17,50852.03999999997,206.09,207.658,207.869,203.12833333333336,198.2301666666667,187.56183333333334,,-3.579999999999984,-2.9399999999999693,89053.68000000001,301.875,304.686,306.964,309.80833333333334,307.9956666666667,303.16433333333333,,-1.1900000000000546,1.2099999999999227,32724.22999999998,114.16,114.918,115.975,116.04066666666667,116.6515,114.50225,,-0.4399999999999977,0.10000000000000853,76735.48999999993,257.20000000000005,257.19,257.268,257.26366666666667,257.45183333333335,257.0185,,-0.060000000000002274,-0.22000000000002728
301,2015-06-10,204.21,303.2,114.37,257.13,51056.24999999997,204.255,206.706,207.638,203.2866666666667,198.48283333333333,187.80558333333335,,-0.09000000000000341,3.4899999999999807,89356.88,302.24,303.72999999999996,306.42,309.518,308.02250000000004,303.23224999999996,,1.920000000000016,3.1100000000000705,32838.599999999984,114.155,114.578,115.73400000000001,115.92133333333332,116.625,114.55258333333333,,0.4300000000000068,0.8700000000000045,76992.61999999994,257.15,257.16,257.253,257.2486666666667,257.4463333333333,257.03083333333336,,-0.040000000000020464,0.01999999999998181
302,2015-06-11,205.9,303.4,114.92,257.2,51262.14999999997,205.055,206.16200000000003,207.50500000000002,203.4523333333333,198.74833333333333,188.06825,,1.6899999999999977,1.7800000000000011,89660.28,303.29999999999995,303.044,305.72999999999996,309.247,308.0658333333333,303.30108333333334,,0.19999999999998863,-1.7200000000000273,32953.51999999998,114.64500000000001,114.506,115.49600000000001,115.83533333333334,116.60516666666668,114.60816666666666,,0.5499999999999972,0.11999999999999034,77249.81999999993,257.16499999999996,257.15999999999997,257.24199999999996,257.238,257.442,257.04341666666664,,0.06999999999999318,0.11000000000001364
303,2015-06-12,206.41,302.26,114.78,257.19,51468.559999999976,206.155,205.74,207.30599999999998,203.63533333333334,199.015,188.33625,,0.5099999999999909,-1.1800000000000068,89962.54,302.83,302.522,305.00100000000003,308.993,308.0866666666667,303.36825000000005,,-1.1399999999999864,-1.339999999999975,33068.29999999998,114.85,114.478,115.25999999999999,115.778,116.57583333333334,114.6665,,-0.14000000000000057,-0.6899999999999977,77507.00999999994,257.195,257.184,257.222,257.23,257.4365,257.05575,,-0.009999999999990905,-0.07999999999998408
304,2015-06-15,206.65,301.25,114.43,257.01,51675.20999999998,206.53,205.494,207.11399999999998,203.93066666666667,199.27333333333334,188.62741666666668,,0.2400000000000091,-0.2699999999999818,90263.79,301.755,302.27799999999996,304.248,308.70333333333326,308.07866666666666,303.44275,,-1.009999999999991,0.12999999999999545,33182.72999999998,114.605,114.48800000000001,115.018,115.73233333333333,116.54400000000001,114.72583333333334,,-0.3499999999999943,-0.20999999999999375,77764.01999999993,257.1,257.14,257.187,257.2196666666666,257.428,257.0665,,-0.18000000000000682,-0.17000000000001592
305,2015-06-16,205.1,300.97,114.6,256.86,51880.309999999976,205.875,205.654,206.656,204.1796666666667,199.47316666666666,188.93183333333334,,-1.5500000000000114,-1.7900000000000205,90564.76,301.11,302.216,303.45099999999996,308.3686666666666,308.05249999999995,303.54791666666665,,-0.2799999999999727,0.7300000000000182,33297.32999999998,114.515,114.62,114.769,115.675,116.50616666666666,114.78933333333333,,0.1699999999999875,0.5199999999999818,78020.87999999993,256.935,257.078,257.134,257.20533333333333,257.41683333333333,257.07783333333333,,-0.14999999999997726,0.03000000000002956
306,2015-06-17,204.46,299.16,114.48,257.06,52084.769999999975,204.78,205.704,206.205,204.40766666666667,199.68449999999999,189.22466666666665,,-0.6399999999999864,0.910000000000025,90863.92,300.06500000000005,301.408,302.569,308.022,307.95916666666665,303.62891666666667,,-1.8100000000000023,-1.5300000000000296,33411.80999999998,114.53999999999999,114.64200000000001,114.60999999999999,115.64566666666666,116.46233333333335,114.84516666666667,,-0.11999999999999034,-0.28999999999997783,78277.93999999993,256.96000000000004,257.06399999999996,257.112,257.2033333333333,257.40766666666667,257.0900833333333,,0.19999999999998863,0.3499999999999659
307,2015-06-18,202.38,300.16,114.46,257.18,52287.14999999997,203.42000000000002,205.0,205.581,204.56666666666666,199.85366666666667,189.4699166666667,,-2.0800000000000125,-1.4400000000000261,91164.08,299.66,300.76,301.902,307.69533333333334,307.85466666666673,303.68608333333333,,1.0,2.8100000000000023,33526.26999999998,114.47,114.55,114.52799999999999,115.63633333333334,116.4125,114.89183333333334,,-0.020000000000010232,0.0999999999999801,78535.11999999992,257.12,257.06000000000006,257.11,257.218,257.3986666666667,257.10225,,0.12000000000000455,-0.07999999999998408
308,2015-06-19,203.97,299.49,114.65,257.19,52491.11999999997,203.175,204.512,205.12600000000003,204.824,200.03216666666668,189.70433333333332,,1.5900000000000034,3.670000000000016,91463.57,299.82500000000005,300.206,301.36400000000003,307.33866666666665,307.74,303.7440833333333,,-0.6700000000000159,-1.670000000000016,33640.919999999984,114.555,114.524,114.501,115.62833333333333,116.37233333333333,114.93608333333333,,0.19000000000001194,0.21000000000002217,78792.30999999992,257.185,257.06,257.122,257.22433333333333,257.38966666666664,257.11608333333334,,0.009999999999990905,-0.11000000000001364
309,2015-06-22,205.81,302.85,114.74,257.33,52696.92999999997,204.89,204.344,204.919,205.07000000000002,200.254,189.95125000000002,,1.8400000000000034,0.25,91766.42000000001,301.17,300.526,301.402,307.0213333333333,307.6886666666667,303.8226666666667,,3.3600000000000136,4.03000000000003,33755.65999999998,114.695,114.58599999999998,114.537,115.58533333333334,116.3285,114.97966666666666,,0.0899999999999892,-0.10000000000002274,79049.63999999993,257.26,257.12399999999997,257.132,257.225,257.38399999999996,257.13041666666663,,0.13999999999998636,0.12999999999999545
310,2015-06-23,209.15,303.11,115.28,257.32,52906.07999999997,207.48000000000002,205.154,205.404,205.404,200.5305,190.22608333333335,,3.3400000000000034,1.5,92069.53000000001,302.98,300.954,301.58500000000004,306.70766666666674,307.6501666666666,303.9025833333333,,0.2599999999999909,-3.1000000000000227,33870.93999999998,115.00999999999999,114.72200000000001,114.671,115.566,116.30733333333333,115.02600000000001,,0.5400000000000063,0.45000000000001705,79306.95999999993,257.325,257.216,257.14700000000005,257.2316666666667,257.3786666666667,257.14483333333334,,-0.009999999999990905,-0.14999999999997726
311,2015-06-24,209.34,303.2,115.0,257.34,53115.41999999997,209.245,206.13000000000002,205.917,205.7286666666667,200.8435,190.48566666666665,,0.18999999999999773,-3.1500000000000057,92372.73000000001,303.155,301.76200000000006,301.585,306.4176666666666,307.64366666666666,303.98966666666666,,0.08999999999997499,-0.17000000000001592,33985.93999999998,115.14,114.826,114.734,115.562,116.28783333333332,115.06666666666666,,-0.28000000000000114,-0.8200000000000074,79564.29999999993,257.33,257.272,257.168,257.24533333333335,257.3745,257.1585,,0.01999999999998181,0.029999999999972715
312,2015-06-25,208.16,303.15,114.87,257.38,53323.57999999997,208.75,207.286,206.14299999999997,205.99466666666666,201.14633333333333,190.75216666666668,,-1.1800000000000068,-1.3700000000000045,92675.88,303.17499999999995,302.36,301.56000000000006,306.1243333333333,307.63433333333336,304.06541666666664,,-0.05000000000001137,-0.13999999999998636,34100.80999999998,114.935,114.90799999999999,114.729,115.55866666666665,116.26466666666667,115.10808333333333,,-0.12999999999999545,0.15000000000000568,79821.67999999993,257.36,257.312,257.18600000000004,257.25399999999996,257.37066666666664,257.17241666666666,,0.040000000000020464,0.020000000000038654
313,2015-06-26,208.01,302.93,114.8,257.33,53531.589999999975,208.08499999999998,208.094,206.30300000000003,206.28033333333332,201.42833333333334,191.01758333333333,,-0.15000000000000568,1.0300000000000011,92978.81,303.03999999999996,303.048,301.627,305.86899999999997,307.59450000000004,304.13558333333333,,-0.21999999999997044,-0.16999999999995907,34215.609999999986,114.83500000000001,114.93800000000002,114.73100000000002,115.54,116.23049999999999,115.14791666666666,,-0.07000000000000739,0.05999999999998806,80079.00999999994,257.355,257.34000000000003,257.2,257.25733333333335,257.36533333333335,257.18508333333335,,-0.05000000000001137,-0.09000000000003183
314,2015-06-29,201.84,299.4,113.68,257.15,53733.42999999997,204.925,207.3,205.82199999999997,206.32533333333333,201.63366666666667,191.24566666666666,,-6.1699999999999875,-6.019999999999982,93278.20999999999,301.16499999999996,302.358,301.442,305.48499999999996,307.50016666666664,304.18974999999995,,-3.5300000000000296,-3.310000000000059,34329.289999999986,114.24000000000001,114.726,114.65599999999999,115.478,116.18183333333333,115.18275,,-1.1199999999999903,-1.049999999999983,80336.15999999993,257.24,257.304,257.214,257.253,257.3561666666667,257.1959166666667,,-0.18000000000000682,-0.12999999999999545
315,2015-06-30,203.16,300.9,113.81,257.16,53936.589999999975,202.5,206.102,205.62800000000001,206.32000000000002,201.89316666666667,191.51966666666667,,1.3199999999999932,7.489999999999981,93579.10999999999,300.15,301.916,301.43500000000006,305.134,307.42583333333334,304.23258333333337,,1.5,5.03000000000003,34443.099999999984,113.745,114.43199999999999,114.57700000000003,115.414,116.13316666666668,115.2165,,0.12999999999999545,1.2499999999999858,80593.31999999993,257.155,257.272,257.24399999999997,257.2493333333333,257.3465,257.2058333333333,,0.010000000000047748,0.19000000000005457
316,2015-07-01,203.83,300.04,114.18,257.25,54140.41999999998,203.495,205.0,205.565,206.316,202.11416666666668,191.77633333333333,,0.6700000000000159,-0.6499999999999773,93879.14999999998,300.47,301.284,301.523,304.727,307.32700000000006,304.2455,,-0.8599999999999568,-2.359999999999957,34557.279999999984,113.995,114.268,114.547,115.334,116.09066666666666,115.24716666666667,,0.37000000000000455,0.2400000000000091,80850.56999999993,257.20500000000004,257.254,257.263,257.246,257.3395,257.21633333333335,,0.08999999999997499,0.07999999999992724
317,2015-07-02,205.28,300.36,114.03,257.3,54345.699999999975,204.555,204.424,205.85499999999996,206.33399999999997,202.30966666666666,192.04866666666666,,1.4499999999999886,0.7799999999999727,94179.50999999998,300.20000000000005,300.726,301.543,304.33200000000005,307.22366666666665,304.2655833333334,,0.3199999999999932,1.17999999999995,34671.30999999998,114.105,114.1,114.50399999999999,115.24466666666666,116.03683333333333,115.27916666666667,,-0.15000000000000568,-0.5200000000000102,81107.86999999994,257.275,257.23799999999994,257.275,257.24266666666665,257.33233333333334,257.2275833333333,,0.05000000000001137,-0.03999999999996362
318,2015-07-03,205.63,299.65,114.2,257.4,54551.32999999997,205.45499999999998,203.948,206.02100000000002,206.35,202.4935,192.32408333333336,,0.3499999999999943,-1.0999999999999943,94479.15999999997,300.005,300.07,301.55899999999997,303.89566666666667,307.10400000000004,304.27916666666664,,-0.7100000000000364,-1.0300000000000296,34785.50999999998,114.11500000000001,113.98000000000002,114.45899999999999,115.16133333333333,115.98083333333334,115.31266666666667,,0.1700000000000017,0.3200000000000074,81365.26999999993,257.35,257.252,257.296,257.2416666666667,257.3265,257.2389166666667,,0.0999999999999659,0.049999999999954525
